countrynewwb,codewb,year,pop_adult,regionwb24_hi,incomegroupwb24,group,group2,account_t_d,fiaccount_t_d,mobileaccount_t_d,borrow_any_t_d,fin4_d,fin11_2a,fin11a,fin11b,fin11c,fin11f,fin11d,fin11e,fin14a,fin14b,fin14c,fin14d,fin13_1a,fin13_1b,fin26a,fin26b,fin27a,fin27b,fin17f,fin17a_17a1_d,fin17a,fin17b,fin17c
Mali,MLI,2021,11438992,Sub-Saharan Africa (excluding high income),Low income,income,poorest 40%,0.375125069,0.271711295,0.236455008,0.459855325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11605707,0.069505062,0.067760495,0.253426768
Malta,MLT,2021,446624,High income,High income,income,richest 60%,0.985062694,0.985062694,NA,0.55327562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.627938407,0.61548465,NA,NA,NA,0.556598019,0.556598019,NA,NA
Malta,MLT,2021,446624,High income,High income,income,poorest 40%,0.933451681,0.933451681,NA,0.375721337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.341663389,0.383090184,NA,NA,NA,0.304952043,0.304952043,NA,NA
Mauritania,MRT,2022,2584547,Sub-Saharan Africa (excluding high income),Lower middle income,income,richest 60%,0.238712319,0.197993292,0.117790237,0.630899051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.119132067,NA,NA,0.216493232
Mauritania,MRT,2022,2584547,Sub-Saharan Africa (excluding high income),Lower middle income,income,poorest 40%,0.228307099,0.212942323,0.077274677,0.513922471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.083560381,NA,NA,0.134026128
Mauritius,MUS,2021,1058961,Sub-Saharan Africa (excluding high income),Upper middle income,income,richest 60%,0.905099664,0.897178993,0.190967207,0.363111684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.249382988,0.236245513,0.220087444,NA,NA,0.329309708,0.326137262,NA,NA
Mauritius,MUS,2021,1058961,Sub-Saharan Africa (excluding high income),Upper middle income,income,poorest 40%,0.905511383,0.903161263,0.110497306,0.418663716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.098107747,0.126123476,0.098779012,NA,NA,0.234513734,0.232228428,NA,NA
Mexico,MEX,2022,93851214,Latin America & Caribbean (excluding high income),Upper middle income,income,richest 60%,0.602225062,0.58201765,0.239944489,0.398576962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.315212172,0.305051048,0.258126773,NA,NA,0.18606316,0.162570489,NA,0.135015378
Mexico,MEX,2022,93851214,Latin America & Caribbean (excluding high income),Upper middle income,income,poorest 40%,0.320687284,0.282797094,0.093448975,0.282604912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.084995199,0.08780315,0.039517995,NA,NA,0.062539791,0.048964545,NA,0.07782463
Moldova,MDA,2021,2108305,Europe & Central Asia (excluding high income),Upper middle income,income,richest 60%,0.707836383,0.707836383,NA,0.468964002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.250407223,0.3002419,0.240141089,NA,NA,NA,NA,NA,NA
Moldova,MDA,2021,2108305,Europe & Central Asia (excluding high income),Upper middle income,income,poorest 40%,0.544318834,0.544318834,NA,0.433376802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.148183679,0.176747947,0.141748104,NA,NA,NA,NA,NA,NA
Mongolia,MNG,2021,2237019,East Asia & Pacific (excluding high income),Lower middle income,income,richest 60%,0.985657244,0.985657244,0.640524627,0.517624939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.491917002,0.514306932,0.492949849,NA,NA,0.359604051,0.346908704,NA,NA
Mongolia,MNG,2021,2237019,East Asia & Pacific (excluding high income),Lower middle income,income,poorest 40%,0.982881158,0.975623491,0.509125228,0.536929063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.349131232,0.288596641,0.247957938,NA,NA,0.189352535,0.180244308,NA,NA
Morocco,MAR,2021,26706787,Middle East & North Africa (excluding high income),Lower middle income,income,richest 60%,0.513404859,0.495619897,NA,0.569715842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.165766695
Morocco,MAR,2021,26706787,Middle East & North Africa (excluding high income),Lower middle income,income,poorest 40%,0.339329149,0.312675067,NA,0.571416682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.062086096
Mozambique,MOZ,2021,16874256,Sub-Saharan Africa (excluding high income),Low income,income,richest 60%,0.594723932,0.46364362,0.383917888,0.525424761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21358077,NA,NA,NA,NA,0.208165098,0.141370504,0.125200495,0.26521903
Mozambique,MOZ,2021,16874256,Sub-Saharan Africa (excluding high income),Low income,income,poorest 40%,0.344836365,0.27010059,0.158179922,0.328176227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.078794523,NA,NA,NA,NA,0.111738253,0.059752765,0.06984203,0.21368809
Myanmar,MMR,2021,39685121,East Asia & Pacific (excluding high income),Lower middle income,income,richest 60%,0.576526712,0.460193397,0.358390802,0.344028306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.221947527,0.259210857,0.163245545,NA,NA,0.165868942,NA,NA,NA
Myanmar,MMR,2021,39685121,East Asia & Pacific (excluding high income),Lower middle income,income,poorest 40%,0.329858552,0.213166572,0.18809365,0.311123133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.081603768,0.103197928,0.043741866,NA,NA,0.071915479,NA,NA,NA
Namibia,NAM,2021,1715314,Sub-Saharan Africa (excluding high income),Upper middle income,income,richest 60%,0.81306739,0.769655133,0.53633816,0.732588562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.256801262,0.142584953,NA,NA,NA,0.469047971,0.436967872,0.157902493,0.210642128
Namibia,NAM,2021,1715314,Sub-Saharan Africa (excluding high income),Upper middle income,income,poorest 40%,0.563812129,0.484589506,0.260837445,0.599802361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.076677553,0.070275201,NA,NA,NA,0.202714009,0.187289417,0.044123634,0.11532178
Nepal,NPL,2021,20254590,South Asia (excluding high income),Lower middle income,income,richest 60%,0.602782073,0.587205085,NA,0.529518914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.214537733,0.203739766,NA,0.162948675
Nepal,NPL,2021,20254590,South Asia (excluding high income),Lower middle income,income,poorest 40%,0.445530382,0.438901038,NA,0.555273424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09703658,0.09703658,NA,0.116946355
Netherlands,NLD,2021,14717214,High income,High income,income,richest 60%,1,1,NA,0.481959477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.791383273,0.77313518,NA,NA,NA,0.740580395,0.740580395,NA,NA
Netherlands,NLD,2021,14717214,High income,High income,income,poorest 40%,0.993316268,0.993316268,NA,0.374776994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.684898137,0.730274115,NA,NA,NA,0.532084129,0.532084129,NA,NA
New Zealand,NZL,2021,4122094,High income,High income,income,richest 60%,1,1,NA,0.733056778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.858353208,0.824410952,NA,NA,NA,0.779913932,0.779913932,NA,NA
New Zealand,NZL,2021,4122094,High income,High income,income,poorest 40%,0.968748591,0.968748591,NA,0.647947479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.726258744,0.683486129,NA,NA,NA,0.561213144,0.561213144,NA,NA
Nicaragua,NIC,2021,4567953,Latin America & Caribbean (excluding high income),Lower middle income,income,richest 60%,0.291313768,0.266519762,NA,0.430070058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nicaragua,NIC,2021,4567953,Latin America & Caribbean (excluding high income),Lower middle income,income,poorest 40%,0.21356135,0.179684205,NA,0.312152501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Niger,NER,2022,12328593,Sub-Saharan Africa (excluding high income),Low income,income,richest 60%,0.113647721,NA,NA,0.597611614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.172548938
Niger,NER,2022,12328593,Sub-Saharan Africa (excluding high income),Low income,income,poorest 40%,0.121684628,NA,NA,0.599757332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.074799289
Nigeria,NGA,2021,122350743,Sub-Saharan Africa (excluding high income),Lower middle income,income,richest 60%,0.536824562,0.534985169,NA,0.544635575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.244666953,0.24143885,NA,0.265061623
Nigeria,NGA,2021,122350743,Sub-Saharan Africa (excluding high income),Lower middle income,income,poorest 40%,0.326924794,0.325264349,NA,0.543324234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08050582,0.08050582,NA,0.220595832
North Macedonia,MKD,2021,1536653,Europe & Central Asia (excluding high income),Upper middle income,income,richest 60%,0.903391205,0.903391205,NA,0.406711138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.346281868,0.377683151,0.215380918,0.162302233,NA,0.207083947,0.207083947,NA,NA
North Macedonia,MKD,2021,1536653,Europe & Central Asia (excluding high income),Upper middle income,income,poorest 40%,0.776908745,0.776908745,NA,0.462713545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.186784643,0.196000572,0.074259898,0.118576563,NA,0.060325259,0.060325259,NA,NA
Norway,NOR,2021,4453612,High income,High income,income,richest 60%,1,1,NA,0.789742735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.884774646,0.883724586,NA,NA,NA,0.834385261,0.834385261,NA,NA
Norway,NOR,2021,4453612,High income,High income,income,poorest 40%,0.986795941,0.986795941,NA,0.776367212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.826357035,0.8392422,NA,NA,NA,0.770872899,0.770872899,NA,NA
Pakistan,PAK,2021,146030491,South Asia (excluding high income),Lower middle income,income,richest 60%,0.232122997,0.180997155,NA,0.298940847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pakistan,PAK,2021,146030491,South Asia (excluding high income),Lower middle income,income,poorest 40%,0.176113668,0.135532585,NA,0.305690325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Panama,PAN,2021,3160275,High income,High income,income,richest 60%,0.533290875,0.533290875,NA,0.314625484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.250907168,0.197665651,0.152564052,NA,NA,0.192032411,0.192032411,NA,NA
Panama,PAN,2021,3160275,High income,High income,income,poorest 40%,0.324129915,0.324129915,NA,0.264278434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.082043633,0.047504419,0.035623439,NA,NA,0.089422459,0.089422459,NA,NA
Paraguay,PRY,2021,4679787,Latin America & Caribbean (excluding high income),Upper middle income,income,richest 60%,0.5879174,0.313968794,0.405696786,0.403362954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.138851178,NA,NA,NA,NA,NA,NA,NA,NA
Paraguay,PRY,2021,4679787,Latin America & Caribbean (excluding high income),Upper middle income,income,poorest 40%,0.478391116,0.205913383,0.333822615,0.265512599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.059555909,NA,NA,NA,NA,NA,NA,NA,NA
Peru,PER,2021,24463530,Latin America & Caribbean (excluding high income),Upper middle income,income,richest 60%,0.653974922,0.642608178,0.194515214,0.464513298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28096709,0.233579305,0.166412637,NA,NA,0.218497951,0.210772019,NA,NA
Peru,PER,2021,24463530,Latin America & Caribbean (excluding high income),Upper middle income,income,poorest 40%,0.45536394,0.44146099,0.066122733,0.338822958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.069341436,0.059831893,0.047797165,NA,NA,0.053088341,0.04824972,NA,NA
Philippines,PHL,2021,77692157,East Asia & Pacific (excluding high income),Lower middle income,income,richest 60%,0.627977305,0.562960919,0.286479069,0.591359231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.273220598,0.466819418,NA,0.34049601,NA,0.29669112,0.274711854,NA,NA
Philippines,PHL,2021,77692157,East Asia & Pacific (excluding high income),Lower middle income,income,poorest 40%,0.339873974,0.302951976,0.112270156,0.556488067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10313852,0.195274598,NA,0.160201735,NA,0.072361254,0.065113769,NA,NA
Poland,POL,2021,32028961,High income,High income,income,richest 60%,0.969166821,0.969166821,NA,0.452340226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.738157202,0.725498815,0.639270672,NA,NA,0.404866218,0.404866218,NA,NA
Poland,POL,2021,32028961,High income,High income,income,poorest 40%,0.939239233,0.939239233,NA,0.472507539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.653713022,0.606497369,0.499683778,NA,NA,0.303477728,0.303477728,NA,NA
Portugal,PRT,2021,8923687,High income,High income,income,richest 60%,0.959988328,0.959988328,NA,0.418197992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.528558738,0.461484437,NA,NA,NA,0.506910916,0.506910916,NA,NA
Portugal,PRT,2021,8923687,High income,High income,income,poorest 40%,0.87620248,0.87620248,NA,0.307473156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.341944728,0.333968967,NA,NA,NA,0.306695623,0.306695623,NA,NA
Romania,ROU,2021,16163817,High income,High income,income,richest 60%,0.770990845,0.770990845,NA,0.409971493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.407941281,0.428246175,0.258841359,0.168801511,NA,0.237103105,0.237103105,NA,NA
Romania,ROU,2021,16163817,High income,High income,income,poorest 40%,0.571201072,0.571201072,NA,0.419077026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.239786262,0.289695495,0.126292601,0.160128174,NA,0.11168922,0.11168922,NA,NA
Russian Federation,RUS,2021,119582441,Europe & Central Asia (excluding high income),Upper middle income,income,richest 60%,0.923204028,0.913867414,0.34696995,0.496955658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.635510066,0.525275832,0.449761365,NA,NA,0.256179374,0.248011527,NA,NA
Russian Federation,RUS,2021,119582441,Europe & Central Asia (excluding high income),Upper middle income,income,poorest 40%,0.858112011,0.8468336,0.302959441,0.529646697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.510768433,0.36509356,0.300367627,NA,NA,0.085972154,0.076013685,NA,NA
Saudi Arabia,SAU,2021,23509479,High income,High income,income,richest 60%,0.794305341,0.794305341,NA,0.62177678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.665274373,0.700929572,NA,NA,NA,0.437253271,0.437253271,NA,NA
Saudi Arabia,SAU,2021,23509479,High income,High income,income,poorest 40%,0.666106333,0.666106333,NA,0.560296854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.552120962,0.502716157,NA,NA,NA,0.231351219,0.231351219,NA,NA
Senegal,SEN,2021,10017948,Sub-Saharan Africa (excluding high income),Lower middle income,income,richest 60%,0.61135487,0.300266182,0.509239795,0.507035473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.227684635,0.140798231,NA,NA,NA,0.369331438,NA,0.328096368,0.300085595
Senegal,SEN,2021,10017948,Sub-Saharan Africa (excluding high income),Lower middle income,income,poorest 40%,0.481770203,0.25285882,0.358028082,0.534107591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.145419793,0.08079928,NA,NA,NA,0.267684202,NA,0.236070065,0.272294254
Serbia,SRB,2021,5915242,Europe & Central Asia (excluding high income),Upper middle income,income,richest 60%,0.928377321,0.928377321,NA,0.526994141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36268312,0.395573094,NA,0.259700412,NA,0.237011322,0.237011322,NA,NA
Serbia,SRB,2021,5915242,Europe & Central Asia (excluding high income),Upper middle income,income,poorest 40%,0.842813625,0.842813625,NA,0.462403075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.138791879,0.243017299,NA,0.20327379,NA,0.117805033,0.117805033,NA,NA
Sierra Leone,SLE,2021,4762478,Sub-Saharan Africa (excluding high income),Low income,income,richest 60%,0.342861359,0.163810963,0.233538339,0.56062298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.124666218,NA,NA,0.34968261
Sierra Leone,SLE,2021,4762478,Sub-Saharan Africa (excluding high income),Low income,income,poorest 40%,0.206725919,0.098657826,0.125581155,0.502664914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.090023916,NA,NA,0.288040209
Singapore,SGP,2021,4993587,High income,High income,income,richest 60%,0.988799056,0.98280013,0.345899092,0.557986567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.648501854,0.644359111,0.625463065,NA,NA,0.660870416,0.656784617,NA,NA
Singapore,SGP,2021,4993587,High income,High income,income,poorest 40%,0.955489016,0.955489016,0.246082198,0.317168567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.479820267,0.493492429,0.477251103,NA,NA,0.520310847,0.514220977,NA,NA
Slovak Republic,SVK,2021,4593346,High income,High income,income,richest 60%,0.98805618,0.98805618,NA,0.429528849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.813885908,0.785471372,0.68878621,0.096171559,NA,0.68418266,0.68418266,NA,0.12258693
Slovak Republic,SVK,2021,4593346,High income,High income,income,poorest 40%,0.908304833,0.908304833,NA,0.489631466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.585923758,0.517078444,0.364628779,0.14482712,NA,0.444666142,0.444666142,NA,0.090963273
Slovenia,SVN,2021,1784150,High income,High income,income,richest 60%,1,1,NA,0.587166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.661539728,0.64815212,NA,NA,NA,0.497969697,0.497969697,NA,NA
Slovenia,SVN,2021,1784150,High income,High income,income,poorest 40%,0.976174085,0.976174085,NA,0.466803598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.403111067,0.402856859,NA,NA,NA,0.248476301,0.248476301,NA,NA
South Africa,ZAF,2021,44211052,Sub-Saharan Africa (excluding high income),Upper middle income,income,richest 60%,0.903879137,0.895645553,0.433520835,0.649552033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.342378523,0.173320005,NA,NA,NA,0.498678613,0.461056901,NA,0.271005708
South Africa,ZAF,2021,44211052,Sub-Saharan Africa (excluding high income),Upper middle income,income,poorest 40%,0.77822227,0.758888391,0.26329354,0.53415431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.176229078,0.086647163,NA,NA,NA,0.264730438,0.237846898,NA,0.252417034
South Sudan,SSD,2021,6159568,Sub-Saharan Africa (excluding high income),Low income,income,richest 60%,NA,NA,NA,0.420643425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14023808
South Sudan,SSD,2021,6159568,Sub-Saharan Africa (excluding high income),Low income,income,poorest 40%,NA,NA,NA,0.292019029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.055366324
Spain,ESP,2021,40639965,High income,High income,income,richest 60%,0.985429614,0.985429614,NA,0.589176724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.459334696,0.560020072,NA,NA,NA,0.544021034,0.544021034,NA,NA
Spain,ESP,2021,40639965,High income,High income,income,poorest 40%,0.979309096,0.979309096,NA,0.564050097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.513024732,0.604857651,NA,NA,NA,0.52222,0.52222,NA,NA
Sri Lanka,LKA,2021,16803664,South Asia (excluding high income),Lower middle income,income,richest 60%,0.907189877,0.907189877,NA,0.410841434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.154959183,NA,NA,NA,0.38526592,0.38526592,NA,0.106828075
Sri Lanka,LKA,2021,16803664,South Asia (excluding high income),Lower middle income,income,poorest 40%,0.870790314,0.862116962,NA,0.432539725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.044692584,NA,NA,NA,0.269304543,0.269304543,NA,0.1313694
Sweden,SWE,2021,8517166,High income,High income,income,richest 60%,1,1,NA,0.619711876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.864272563,0.82379007,NA,NA,NA,0.866770724,0.866770724,NA,NA
Sweden,SWE,2021,8517166,High income,High income,income,poorest 40%,0.992210691,0.992210691,NA,0.493097102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.760629015,0.72656763,NA,NA,NA,0.693164351,0.693164351,NA,NA
Switzerland,CHE,2021,7337959,High income,High income,income,richest 60%,0.994940399,0.994940399,NA,0.664085501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.529905817,0.5000323,NA,NA,NA,0.52642177,0.52642177,NA,NA
Switzerland,CHE,2021,7337959,High income,High income,income,poorest 40%,0.994864965,0.994864965,NA,0.716362855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.548858372,0.515294872,NA,NA,NA,0.616333063,0.616333063,NA,NA
"Taiwan, China",TWN,2021,20568066,High income,High income,income,richest 60%,0.958578085,0.958578085,NA,0.733066057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.451199982,0.616951118,NA,NA,NA,0.712588333,0.712588333,NA,NA
"Taiwan, China",TWN,2021,20568066,High income,High income,income,poorest 40%,0.929848019,0.929848019,NA,0.565539581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.281642003,0.475572527,NA,NA,NA,0.625197379,0.625197379,NA,NA
Tajikistan,TJK,2021,6196225,Europe & Central Asia (excluding high income),Lower middle income,income,richest 60%,0.403237486,0.399189745,NA,0.310382852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tajikistan,TJK,2021,6196225,Europe & Central Asia (excluding high income),Lower middle income,income,poorest 40%,0.382291253,0.373725703,NA,0.328257102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tanzania,TZA,2021,34527295,Sub-Saharan Africa (excluding high income),Lower middle income,income,richest 60%,0.613692188,0.288486619,0.536878298,0.536324871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23941733,NA,NA,NA,NA,0.308104242,NA,0.267215503,0.228096702
Tanzania,TZA,2021,34527295,Sub-Saharan Africa (excluding high income),Lower middle income,income,poorest 40%,0.390159801,0.150211777,0.309031833,0.369576676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.112738598,NA,NA,NA,NA,0.090959452,NA,0.079647134,0.124034389
Thailand,THA,2021,60059109,East Asia & Pacific (excluding high income),Upper middle income,income,richest 60%,0.941533914,0.933981049,0.672816828,0.57388871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54868651,0.595785815,0.475350631,0.113724335,NA,0.632641856,0.616253752,0.196046382,NA
Thailand,THA,2021,60059109,East Asia & Pacific (excluding high income),Upper middle income,income,poorest 40%,0.976796914,0.95251179,0.492445335,0.536754778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.352173175,0.382641272,0.263051833,0.117847012,NA,0.408779407,0.384740817,0.13374567,NA
Togo,TGO,2021,5137794,Sub-Saharan Africa (excluding high income),Low income,income,richest 60%,0.565835641,0.287294733,0.431580112,0.489036087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.153286082,NA,NA,NA,NA,0.249113644,0.151953734,NA,0.301840063
Togo,TGO,2021,5137794,Sub-Saharan Africa (excluding high income),Low income,income,poorest 40%,0.39040294,0.191021361,0.263707969,0.493388257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.071158607,NA,NA,NA,NA,0.085785394,0.062872964,NA,0.298066015
Tunisia,TUN,2021,8970562,Middle East & North Africa (excluding high income),Lower middle income,income,richest 60%,0.400714067,0.395485821,NA,0.516206475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.20072275,NA,0.173983795,NA,0.200220531,0.190561432,NA,NA
Tunisia,TUN,2021,8970562,Middle East & North Africa (excluding high income),Lower middle income,income,poorest 40%,0.320202963,0.299500058,NA,0.490257016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.120298514,NA,0.110819518,NA,0.069374799,0.058490036,NA,NA
Turkiye,TUR,2021,64398074,Europe & Central Asia (excluding high income),Upper middle income,income,richest 60%,0.82526556,0.815871725,0.232598993,0.660310341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.505013034,0.39360105,0.297332969,NA,NA,NA,NA,NA,NA
Turkiye,TUR,2021,64398074,Europe & Central Asia (excluding high income),Upper middle income,income,poorest 40%,0.613740974,0.609714912,0.107821805,0.633921938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.293589746,0.167352686,0.123173278,NA,NA,NA,NA,NA,NA
