countrynewwb,codewb,year,pop_adult,regionwb24_hi,incomegroupwb24,group,group2,account_t_d,fiaccount_t_d,mobileaccount_t_d,borrow_any_t_d,fin4_d,fin11_2a,fin11a,fin11b,fin11c,fin11f,fin11d,fin11e,fin14a,fin14b,fin14c,fin14d,fin13_1a,fin13_1b,fin26a,fin26b,fin27a,fin27b,fin17f,fin17a_17a1_d,fin17a,fin17b,fin17c
South Asia,SAS,2024,NA,NA,NA,urbanicity,urban,0.726484942,0.693002199,0.284506985,0.606087091,0.352782696,0.16882153,NA,0.112353978,NA,NA,0.2038961,NA,NA,NA,NA,NA,NA,NA,0.184485,0.179287962,NA,NA,NA,0.259224033,0.21829362,NA,0.12860126
East Asia & Pacific (excluding high income),EAP,2011,NA,NA,NA,laborforce,out of laborforce,0.429662444,0.429662444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19765461,0.19765461,NA,NA
East Asia & Pacific (excluding high income),EAP,2011,NA,NA,NA,laborforce,in laborforce,0.592422906,0.592422906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.315530007,0.315530007,NA,NA
Europe & Central Asia (excluding high income),ECA,2011,NA,NA,NA,laborforce,out of laborforce,0.318125309,0.318125309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe & Central Asia (excluding high income),ECA,2011,NA,NA,NA,laborforce,in laborforce,0.553244273,0.553244273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Latin America & Caribbean (excluding high income),LAC,2011,NA,NA,NA,laborforce,out of laborforce,0.270648508,0.270648508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Latin America & Caribbean (excluding high income),LAC,2011,NA,NA,NA,laborforce,in laborforce,0.494711469,0.494711469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Middle East & North Africa (excluding high income),MNA,2011,NA,NA,NA,laborforce,out of laborforce,0.28586569,0.28586569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Middle East & North Africa (excluding high income),MNA,2011,NA,NA,NA,laborforce,in laborforce,0.411714792,0.411714792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Asia,SAS,2011,NA,NA,NA,laborforce,out of laborforce,0.23720536,0.23720536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.073100597,0.073100597,NA,NA
South Asia,SAS,2011,NA,NA,NA,laborforce,in laborforce,0.410132677,0.410132677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.149296632,0.149296632,NA,NA
Sub-Saharan Africa (excluding high income),SSA,2011,NA,NA,NA,laborforce,out of laborforce,0.148555366,0.148555366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.060397856,0.060397856,NA,NA
Sub-Saharan Africa (excluding high income),SSA,2011,NA,NA,NA,laborforce,in laborforce,0.2789036,0.2789036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.189931146,0.189931146,NA,NA
Latin America & Caribbean (excluding high income),LAC,2014,NA,NA,NA,laborforce,out of laborforce,0.407200298,0.405345149,NA,0.320156569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.081511759,0.081511759,NA,NA
Latin America & Caribbean (excluding high income),LAC,2014,NA,NA,NA,laborforce,in laborforce,0.606725895,0.60349257,NA,0.510454143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.177859893,0.177859893,NA,NA
South Asia,SAS,2014,NA,NA,NA,laborforce,out of laborforce,0.352144736,0.346896226,NA,0.400640669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.079711229,0.079711229,NA,NA
South Asia,SAS,2014,NA,NA,NA,laborforce,in laborforce,0.579571987,0.566099835,NA,0.559189828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175466382,0.175466382,NA,NA
Latin America & Caribbean (excluding high income),LAC,2017,NA,NA,NA,laborforce,out of laborforce,0.442416303,0.436920661,NA,0.26080573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.045759267,NA,NA,NA,NA,0.063051852,0.063051852,NA,NA
Latin America & Caribbean (excluding high income),LAC,2017,NA,NA,NA,laborforce,in laborforce,0.611786569,0.600562573,NA,0.45306226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.142243618,NA,NA,NA,NA,0.160771163,0.160771163,NA,NA
South Asia,SAS,2017,NA,NA,NA,laborforce,out of laborforce,0.618934301,0.608167817,NA,0.324933805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.127799135,0.127799135,NA,0.075117769
South Asia,SAS,2017,NA,NA,NA,laborforce,in laborforce,0.774690092,0.76175069,NA,0.511169676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.218293137,0.218293137,NA,0.131829432
Latin America & Caribbean (excluding high income),LAC,2021,NA,NA,NA,laborforce,out of laborforce,0.575513792,0.555522548,0.123223461,0.379842082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.158226584,0.145947517,0.096332233,NA,NA,0.109358303,0.099232342,NA,NA
Latin America & Caribbean (excluding high income),LAC,2021,NA,NA,NA,laborforce,in laborforce,0.726151003,0.704322144,0.274318047,0.534157619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.379543388,0.305115433,0.24654346,NA,NA,0.219041386,0.193133682,NA,NA
South Asia,SAS,2021,NA,NA,NA,laborforce,out of laborforce,0.635959579,0.61996095,0.078825035,0.399897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.101464255,0.094061392,NA,NA
South Asia,SAS,2021,NA,NA,NA,laborforce,in laborforce,0.736633857,0.711183259,0.162128149,0.487293078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.152149243,0.13459521,NA,NA
Latin America & Caribbean (excluding high income),LAC,2024,NA,NA,NA,laborforce,out of laborforce,0.59571313,0.566768277,0.219579066,0.407215639,0.362570328,0.20493772,0.192723023,0.240936197,NA,0.129955691,0.137442416,0.178136618,NA,NA,NA,NA,NA,NA,0.191678327,0.143035978,0.120199122,NA,NA,0.15696227,0.12174909,0.089438594,NA
Latin America & Caribbean (excluding high income),LAC,2024,NA,NA,NA,laborforce,in laborforce,0.755760081,0.720487846,0.461238265,0.607446352,0.483574066,0.100720691,0.122391607,0.165574685,NA,0.095686977,0.093297077,0.124072448,NA,NA,NA,NA,NA,NA,0.43757987,0.348237033,0.305439064,NA,NA,0.363611982,0.310810682,0.254065756,NA
South Asia,SAS,2024,NA,NA,NA,laborforce,out of laborforce,0.686839667,0.665922994,0.136215992,0.540917254,0.358293647,0.212743404,NA,0.136495954,NA,NA,0.215853619,NA,NA,NA,NA,NA,NA,NA,0.080816551,0.100768738,NA,NA,NA,0.1680035,0.151116861,NA,0.091449536
South Asia,SAS,2024,NA,NA,NA,laborforce,in laborforce,0.84580536,0.822122962,0.284854304,0.730709385,0.431310248,0.09130986,NA,0.07729737,NA,NA,0.124043462,NA,NA,NA,NA,NA,NA,NA,0.180552988,0.167422789,NA,NA,NA,0.293326121,0.25023393,NA,0.162037831
East Asia & Pacific (excluding high income),EAP,2011,NA,NA,NA,education,secondary edu or more,0.650192436,0.650192436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.374050927,0.374050927,NA,NA
East Asia & Pacific (excluding high income),EAP,2011,NA,NA,NA,education,prim edu or less,0.497455918,0.497455918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.239108128,0.239108128,NA,NA
Europe & Central Asia (excluding high income),ECA,2011,NA,NA,NA,education,secondary edu or more,0.498558065,0.498558065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe & Central Asia (excluding high income),ECA,2011,NA,NA,NA,education,prim edu or less,0.303699707,0.303699707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Latin America & Caribbean (excluding high income),LAC,2011,NA,NA,NA,education,secondary edu or more,0.458272782,0.458272782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Latin America & Caribbean (excluding high income),LAC,2011,NA,NA,NA,education,prim edu or less,0.302591144,0.302591144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Middle East & North Africa (excluding high income),MNA,2011,NA,NA,NA,education,secondary edu or more,0.411745303,0.411745303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Middle East & North Africa (excluding high income),MNA,2011,NA,NA,NA,education,prim edu or less,0.244306737,0.244306737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Asia,SAS,2011,NA,NA,NA,education,secondary edu or more,0.502424434,0.502424434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175488902,0.175488902,NA,NA
South Asia,SAS,2011,NA,NA,NA,education,prim edu or less,0.272760867,0.272760867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.092716048,0.092716048,NA,NA
Sub-Saharan Africa (excluding high income),SSA,2011,NA,NA,NA,education,secondary edu or more,0.383719347,0.383719347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.242270799,0.242270799,NA,NA
Sub-Saharan Africa (excluding high income),SSA,2011,NA,NA,NA,education,prim edu or less,0.117002366,0.117002366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.061210608,0.061210608,NA,NA
Latin America & Caribbean (excluding high income),LAC,2014,NA,NA,NA,education,secondary edu or more,0.569273338,0.56693744,NA,0.478637401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.178279601,0.178279601,NA,NA
Latin America & Caribbean (excluding high income),LAC,2014,NA,NA,NA,education,prim edu or less,0.434066013,0.431021214,NA,0.338324898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.065552104,0.065552104,NA,NA
South Asia,SAS,2014,NA,NA,NA,education,secondary edu or more,0.595180258,0.587513064,NA,0.446759067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175427421,0.175427421,NA,NA
South Asia,SAS,2014,NA,NA,NA,education,prim edu or less,0.361417223,0.350918118,NA,0.50197941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.088877182,0.088877182,NA,NA
Latin America & Caribbean (excluding high income),LAC,2017,NA,NA,NA,education,secondary edu or more,0.600262119,0.589315376,NA,0.431067612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14481584,NA,NA,NA,NA,0.148618724,0.148618724,NA,NA
Latin America & Caribbean (excluding high income),LAC,2017,NA,NA,NA,education,prim edu or less,0.440491323,0.435260541,NA,0.271081586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.025461087,NA,NA,NA,NA,0.070377707,0.070377707,NA,NA
South Asia,SAS,2017,NA,NA,NA,education,secondary edu or more,0.775650162,0.762191371,NA,0.406516645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.225394543,0.225394543,NA,0.111408363
South Asia,SAS,2017,NA,NA,NA,education,prim edu or less,0.625369071,0.614881312,NA,0.420349984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.125659496,0.125659496,NA,0.095428362
Latin America & Caribbean (excluding high income),LAC,2021,NA,NA,NA,education,secondary edu or more,0.72297716,0.700934015,0.271934095,0.52447699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.374226782,0.327250117,0.25806598,NA,NA,0.216722289,0.190076589,NA,NA
Latin America & Caribbean (excluding high income),LAC,2021,NA,NA,NA,education,prim edu or less,0.563679606,0.543478204,0.098679896,0.373535142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.132317807,0.072634835,0.044589897,NA,NA,0.090739,0.083630482,NA,NA
South Asia,SAS,2021,NA,NA,NA,education,secondary edu or more,0.72944649,0.696141378,0.244059959,0.43432409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.197869422,0.173620101,NA,NA
South Asia,SAS,2021,NA,NA,NA,education,prim edu or less,0.654650311,0.641606515,0.045682756,0.44141371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.083566329,0.078424482,NA,NA
Latin America & Caribbean (excluding high income),LAC,2024,NA,NA,NA,education,secondary edu or more,0.776088311,0.739830686,0.478326758,0.576060652,0.502582911,0.076468834,0.103918847,0.139998183,NA,0.088710469,0.089273301,0.136854857,NA,NA,NA,NA,NA,NA,0.453691885,0.368116013,0.323696067,NA,NA,0.374499157,0.319647786,0.258183086,NA
Latin America & Caribbean (excluding high income),LAC,2024,NA,NA,NA,education,prim edu or less,0.527047141,0.50049101,0.147339785,0.442783237,0.303275688,0.274490908,0.242808257,0.308003798,NA,0.152324373,0.154298098,0.160949915,NA,NA,NA,NA,NA,NA,0.120472387,0.072976464,0.055362452,NA,NA,0.104026224,0.080976407,0.054042431,NA
South Asia,SAS,2024,NA,NA,NA,education,secondary edu or more,0.813903063,0.7791385,0.435114475,0.644741212,0.379735176,0.085890012,NA,0.067581184,NA,NA,0.144210654,NA,NA,NA,NA,NA,NA,NA,0.271889799,0.299954221,NA,NA,NA,0.371541256,0.316887416,NA,0.141945669
South Asia,SAS,2024,NA,NA,NA,education,prim edu or less,0.755077118,0.739359092,0.103021965,0.648128763,0.409599159,0.176507814,NA,0.122576527,NA,NA,0.175382533,NA,NA,NA,NA,NA,NA,NA,0.063778186,0.050930252,NA,NA,NA,0.166272236,0.147172388,NA,0.124853426
High income,HIC,2011,NA,NA,NA,all,all,0.874835395,0.874835395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Low income,LIC,2011,NA,NA,NA,all,all,0.104091017,0.104091017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.052908506,0.052908506,NA,NA
Lower middle income,LMC,2011,NA,NA,NA,all,all,0.304539943,0.304539943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.119304579,0.119304579,NA,NA
Upper middle income,UMC,2011,NA,NA,NA,all,all,0.566489971,0.566489971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.242152343,0.242152343,NA,NA
High income,HIC,2014,NA,NA,NA,all,all,0.921518292,0.92145561,0.001740884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Low income,LIC,2014,NA,NA,NA,all,all,0.190874362,0.151917412,0.068218314,0.532513725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.081444164,0.081444164,0,0.205827419
Lower middle income,LMC,2014,NA,NA,NA,all,all,0.436380019,0.421044096,0.037093964,0.494289375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.147042066,0.147042066,0,0.119750436
Upper middle income,UMC,2014,NA,NA,NA,all,all,0.709032055,0.708286059,0.007058976,0.447284743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.316507224,0.316507224,0,0.046830804
High income,HIC,2017,NA,NA,NA,all,all,0.929588596,0.92940858,0.005384701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Low income,LIC,2017,NA,NA,NA,all,all,0.319854273,0.234087282,0.15150621,0.446062237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.030434059,NA,NA,NA,NA,0.11700101,0.11700101,0,0.233180591
